"pmid";"value"
33047495;"Journal Article"
33049250;"Letter"
33041677;"Journal Article"
33047223;"Journal Article"
33041506;"Journal Article"
33041376;"Journal Article"
33049115;"Journal Article"
33041654;"Journal Article"
33041653;"Journal Article"
33041315;"Journal Article"
33045016;"Journal Article"
33047475;"Journal Article"
33046481;"Journal Article"
33047626;"Journal Article"
33042778;"Journal Article"
33043635;"Journal Article"
33047649;"Journal Article"
33041058;"Journal Article"
33042290;"Journal Article"
33049184;"Editorial"
33048814;"Letter"
33048638;"Journal Article"
33045044;"Journal Article"
33043131;"Journal Article"
33049598;"Letter"
33041111;"Journal Article"
33041533;"Journal Article"
33046120;"Journal Article"
33048820;"Letter"
33043888;"Journal Article"
33044434;"Journal Article"
33043037;"Journal Article"
33047493;"Journal Article"
33028538;"Letter"
33047152;"Editorial"
33043698;"Journal Article"
33041546;"Journal Article"
33047040;"Journal Article"
33041543;"Journal Article"
33045161;"Journal Article"
33048220;"Journal Article"
33043228;"Journal Article"
33046088;"Journal Article"
33043312;"Journal Article"
33040743;"Journal Article"
33044261;"Journal Article"
33044893;"Letter"
33042497;"Journal Article"
33046648;"Journal Article"
33041423;"Journal Article"
33043665;"Journal Article"
33044011;"Letter"
33042589;"Journal Article"
33045199;"Letter"
33045513;"Journal Article"
33043032;"Journal Article"
33042914;"Case Reports"
33047163;"Journal Article"
33048784;"English Abstract"
33045283;"Journal Article"
33045467;"Journal Article"
33043363;"Journal Article"
33045075;"Journal Article"
33046309;"Letter"
33043650;"Journal Article"
33043303;"Journal Article"
33043164;"Journal Article"
33041186;"Letter"
33041505;"Journal Article"
33047097;"Journal Article"
33047483;"Journal Article"
33048778;"Journal Article"
33042575;"Journal Article"
33043589;"Journal Article"
33041212;"Journal Article"
33042487;"Journal Article"
33041643;"Journal Article"
33048052;"Journal Article"
33045174;"Journal Article"
33044199;"Journal Article"
33044654;"Journal Article"
33042482;"Journal Article"
33042770;"Journal Article"
33046964;"Editorial"
33047883;"Journal Article"
33046998;"Journal Article"
33048168;"Letter"
33043249;"Journal Article"
33042495;"Journal Article"
33049387;"Journal Article"
33042873;"Journal Article"
33048801;"English Abstract"
33044601;"Journal Article"
33046958;"Journal Article"
33045654;"Journal Article"
33045908;"Journal Article"
33043162;"Journal Article"
33046313;"Journal Article"
33044704;"Letter"
33048213;"English Abstract"
33042554;"Journal Article"
33041153;"Practice Guideline"
33045068;"Journal Article"
33043281;"Journal Article"
33044572;"Editorial"
33043874;"Journal Article"
33044748;"Letter"
33045398;"Journal Article"
33042953;"Journal Article"
33046913;"Journal Article"
33047207;"Journal Article"
33043317;"Journal Article"
33045152;"Journal Article"
33044493;"Journal Article"
33041540;"Journal Article"
33049385;"Journal Article"
33044007;"Journal Article"
33049583;"Journal Article"
32910909;"Journal Article"
33041989;"Journal Article"
33048654;"Journal Article"
33049594;"Journal Article"
33045312;"Editorial"
33047431;"Journal Article"
33045354;"Journal Article"
33041407;"Journal Article"
33048865;"Journal Article"
33042945;"Journal Article"
33044484;"Journal Article"
33040779;"Journal Article"
33045281;"Journal Article"
33041463;"Editorial"
33046529;"Letter"
33042492;"Journal Article"
33048823;"Journal Article"
33045824;"Journal Article"
33049563;"Journal Article"
33047788;"Journal Article"
33046369;"Journal Article"
33047093;"Journal Article"
33042586;"Journal Article"
33046963;"Journal Article"
33049487;"Journal Article"
33044501;"Journal Article"
33047356;"Journal Article"
33046925;"Journal Article"
33044758;"Journal Article"
33042884;"Journal Article"
33042952;"Journal Article"
33047969;"Journal Article"
33041656;"Journal Article"
33042306;"Journal Article"
33046316;"Journal Article"
33043977;"Journal Article"
33044591;"Letter"
33041819;"Journal Article"
33049415;"Letter"
33042509;"Journal Article"
33045428;"Journal Article"
33048116;"Journal Article"
33041646;"Journal Article"
33045450;"Case Reports"
33049695;"Journal Article"
33048783;"English Abstract"
33043842;"Journal Article"
33045107;"Journal Article"
33042511;"Journal Article"
33043289;"Journal Article"
33047838;"Letter"
33047877;"Journal Article"
33044019;"Journal Article"
33047658;"Journal Article"
33041431;"Case Reports"
33045227;"Journal Article"
33046929;"Journal Article"
33043573;"Letter"
33042488;"Journal Article"
33046116;"Journal Article"
33045803;"Journal Article"
33042733;"Journal Article"
33041457;"Editorial"
33043962;"Journal Article"
33046588;"Journal Article"
33047049;"Journal Article"
33043740;"Journal Article"
33047573;"Journal Article"
33043880;"Journal Article"
33042322;"Case Reports"
33045175;"Letter"
33046949;"Journal Article"
33045618;"Journal Article"
33043048;"Journal Article"
33041626;"Journal Article"
33041902;"Journal Article"
33047295;"Journal Article"
33042672;"Journal Article"
33041420;"Journal Article"
33044633;"English Abstract"
33042233;"Editorial"
33041706;"Journal Article"
33045494;"Journal Article"
33048037;"Letter"
33041634;"Journal Article"
33041797;"Journal Article"
33046291;"Journal Article"
33044498;"Journal Article"
33040749;"Journal Article"
33045477;"Editorial"
32994627;"Journal Article"
33042210;"Journal Article"
33045526;"Journal Article"
33046346;"Letter"
33047352;"Journal Article"
33044737;"Letter"
33043232;"Journal Article"
33049100;"Journal Article"
33041126;"Journal Article"
33047544;"Editorial"
33047032;"Journal Article"
33041473;"Journal Article"
33046268;"Journal Article"
33047989;"Editorial"
33045777;"Journal Article"
33043280;"Journal Article"
33044801;"Editorial"
33049360;"Journal Article"
33047045;"Journal Article"
33046155;"Journal Article"
33041371;"Journal Article"
33041950;"Journal Article"
33046644;"Journal Article"
33045184;"Journal Article"
33044938;"Journal Article"
33045122;"Editorial"
33042494;"Journal Article"
33042826;"Journal Article"
33042544;"Case Reports"
33044208;"Journal Article"
33046957;"Journal Article"
33047328;"Journal Article"
33044314;"Journal Article"
33042768;"Case Reports"
33043229;"Journal Article"
33042442;"Journal Article"
33049479;"Journal Article"
33045476;"Journal Article"
33041564;"Journal Article"
33041603;"Journal Article"
33041725;"Journal Article"
33045727;"Journal Article"
33042534;"Journal Article"
33044796;"Journal Article"
33048137;"Journal Article"
33043484;"Journal Article"
33041541;"Journal Article"
33042533;"Journal Article"
33048813;"Letter"
33047443;"Letter"
33047108;"Editorial"
33046737;"Journal Article"
33045186;"Journal Article"
33040666;"Letter"
33044732;"Journal Article"
33045499;"Journal Article"
33042950;"Journal Article"
33048112;"Journal Article"
33040762;"Journal Article"
33042573;"Editorial"
33041013;"Letter"
33044173;"Journal Article"
33045185;"Letter"
33048175;"Journal Article"
33048827;"Journal Article"
33042310;"Journal Article"
33047809;"Letter"
33047790;"Journal Article"
33045120;"Letter"
33046293;"Journal Article"
33041204;"Journal Article"
33049782;"Journal Article"
33043546;"Journal Article"
33042946;"Journal Article"
33042536;"Journal Article"
33042483;"Journal Article"
32950081;"Historical Article"
33041326;"Journal Article"
33040759;"Journal Article"
33047787;"Editorial"
33041544;"Journal Article"
33048448;"Journal Article"
33043101;"Journal Article"
33044485;"Journal Article"
33041109;"Letter"
33042510;"Journal Article"
33042027;"Journal Article"
33048824;"Journal Article"
33047740;"Journal Article"
33042590;"Editorial"
33048159;"Journal Article"
33041422;"Journal Article"
33041824;"Journal Article"
33042957;"Journal Article"
33048795;"English Abstract"
33048980;"Journal Article"
33042732;"Journal Article"
33049753;"Journal Article"
33045235;"Journal Article"
33041110;"Journal Article"
33047037;"Journal Article"
33040975;"Journal Article"
33043253;"Journal Article"
33043818;"Journal Article"
33047139;"Journal Article"
33043314;"Journal Article"
33042541;"Journal Article"
33045996;"Journal Article"
33043320;"Case Reports"
33041616;"Journal Article"
33045402;"Journal Article"
33047091;"Journal Article"
33044091;"Journal Article"
33047081;"Journal Article"
33046173;"Journal Article"
33043050;"Journal Article"
33045743;"Journal Article"
33043677;"Journal Article"
33049230;"Journal Article"
33044166;"Journal Article"
33046178;"Journal Article"
33046177;"Journal Article"
33049109;"Journal Article"
33046370;"Journal Article"
33045370;"Journal Article"
33043889;"Journal Article"
33045775;"Case Reports"
33047071;"Journal Article"
33040727;"Journal Article"
33043310;"Journal Article"
33048890;"Journal Article"
33041534;"Journal Article"
33046408;"Journal Article"
33048028;"Journal Article"
33046384;"Journal Article"
33041707;"Journal Article"
33048350;"Journal Article"
33048841;"Journal Article"
33043603;"Journal Article"
33046695;"Journal Article"
33049279;"Journal Article"
33041426;"Journal Article"
33045362;"Journal Article"
33043274;"Journal Article"
33040771;"Journal Article"
33042559;"Journal Article"
33043291;"Journal Article"
33044209;"Journal Article"
33049366;"Letter"
33043877;"Journal Article"
33041712;"Journal Article"
33044170;"Journal Article"
33049758;"Journal Article"
33046961;"Journal Article"
33048821;"Journal Article"
33048026;"Journal Article"
33041437;"Journal Article"
33042485;"Journal Article"
33042490;"Journal Article"
33042547;"Case Reports"
33043597;"Journal Article"
33045980;"Journal Article"
33047059;"Journal Article"
33041428;"Journal Article"
33042535;"Journal Article"
33043092;"Journal Article"
33042674;"Case Reports"
33046323;"Journal Article"
33041539;"Journal Article"
33043250;"Journal Article"
33047101;"News"
33047828;"Editorial"
33043168;"Journal Article"
33047419;"Letter"
33040715;"Letter"
33043163;"Journal Article"
33049061;"Journal Article"
32979327;"Journal Article"
33042116;"Journal Article"
33046418;"Letter"
33043285;"Journal Article"
33041985;"Journal Article"
33047335;"Journal Article"
33042496;"Journal Article"
33049573;"Journal Article"
33043132;"Case Reports"
33047412;"Journal Article"
33044323;"Journal Article"
33045534;"Editorial"
33043689;"Journal Article"
33046589;"Journal Article"
33045571;"Journal Article"
33048119;"Journal Article"
33041384;"Journal Article"
33049274;"Editorial"
33042956;"Journal Article"
33040775;"Journal Article"
33042219;"Journal Article"
33041387;"Journal Article"
33049069;"Journal Article"
33041141;"Journal Article"
33043171;"Journal Article"
33041508;"Journal Article"
33042602;"Journal Article"
33033397;"News"
33041885;"Journal Article"
33047062;"Journal Article"
33047556;"Journal Article"
33043172;"Journal Article"
33044520;"Journal Article"
33041502;"Journal Article"
33047111;"Journal Article"
33044514;"Journal Article"
33041811;"Journal Article"
33044186;"Journal Article"
33048372;"Journal Article"
33040752;"Journal Article"
33041963;"Journal Article"
33048773;"Journal Article"
33042157;"Journal Article"
33041736;"English Abstract"
33043560;"Journal Article"
33042481;"Journal Article"
33042803;"Journal Article"
33042377;"Journal Article"
33043445;"Letter"
33045429;"Journal Article"
33044265;"Journal Article"
33046218;"Editorial"
33042114;"Journal Article"
33046850;"Journal Article"
33041148;"Journal Article"
33043966;"Journal Article"
33041077;"Journal Article"
33043292;"Journal Article"
33047822;"Journal Article"
33047983;"Journal Article"
33045426;"Journal Article"
33042305;"Journal Article"
33041195;"Journal Article"
33046160;"Journal Article"
33046955;"Journal Article"
33047812;"Journal Article"
33041398;"Journal Article"
33046310;"Journal Article"
33048282;"Journal Article"
33049394;"Letter"
33044510;"Journal Article"
33041708;"Journal Article"
33043453;"Journal Article"
33048967;"Journal Article"
33043309;"Journal Article"
33044795;"Journal Article"
33043879;"Journal Article"
33041119;"Journal Article"
33040599;"Journal Article"
33047202;"Letter"
33041651;"Journal Article"
33040615;"Journal Article"
33043447;"Journal Article"
33043325;"Editorial"
33047144;"Journal Article"
33041320;"Journal Article"
33042552;"Journal Article"
33046185;"English Abstract"
33046802;"Journal Article"
33041375;"Published Erratum"
33042302;"Journal Article"
33043852;"Journal Article"
33049737;"News"
33043972;"Journal Article"
33046113;"Journal Article"
33042478;"Journal Article"
33047982;"Journal Article"
33083826;"Journal Article"
33062100;"Journal Article"
33159417;"Journal Article"
33152262;"Journal Article"
33080541;"Journal Article"
33102265;"Journal Article"
33121422;"Journal Article"
33106765;"Journal Article"
33174964;"Journal Article"
33095835;"Journal Article"
33174993;"Journal Article"
33071519;"Journal Article"
33146070;"Journal Article"
33069488;"Journal Article"
33071558;"Clinical Trial"
33110931;"Journal Article"
33175288;"Letter"
33115680;"Case Reports"
33054027;"Journal Article"
33072831;"Case Reports"
33088094;"Journal Article"
33117437;"Editorial"
33087097;"Journal Article"
33158808;"Journal Article"
33091712;"Journal Article"
33106047;"Journal Article"
33118015;"Journal Article"
33146552;"Journal Article"
33158500;"Journal Article"
33094021;"Case Reports"
33070475;"Journal Article"
33087255;"Letter"
33069059;"Letter"
33163634;"Journal Article"
33071764;"Journal Article"
33110502;"Editorial"
33160453;"Journal Article"
33115776;"Journal Article"
33175702;"Journal Article"
33052724;"Journal Article"
33169915;"Journal Article"
33100479;"Journal Article"
33122327;"Journal Article"
33093839;"Journal Article"
33175141;"Journal Article"
33094251;"Journal Article"
33098793;"Letter"
33166099;"Journal Article"
33153922;"Journal Article"
33150302;"Journal Article"
33139179;"Letter"
33125067;"Journal Article"
33155623;"Journal Article"
33121319;"Journal Article"
33169598;"Journal Article"
33159238;"Letter"
33090062;"Editorial"
33172836;"Journal Article"
33062077;"Journal Article"
33078765;"Journal Article"
33099164;"Letter"
33132413;"Journal Article"
33095853;"Journal Article"
33122551;"Journal Article"
33106763;"Editorial"
33115715;"Journal Article"
33088633;"Journal Article"
33144492;"Journal Article"
33059719;"Letter"
33168176;"Journal Article"
33102407;"Journal Article"
33052155;"Journal Article"
33148229;"Journal Article"
33172188;"Journal Article"
